Nom table;Identifiant BDD;Donnée obligatoire;Type de donnée;Table de références;Champ récupéré (enum) ;Description
audit_sortie_par_energie;cout_5_usages;X;Numérique; ; ;coût totale pour l'énergie considérée (€)
audit_sortie_par_energie;cout_ch;X;Numérique; ; ;coût lié au chauffage pour l'énergie considérée (€)
audit_sortie_par_energie;cout_ecs;X;Numérique; ; ;coût lié à l'ECS pour l'énergie considérée (€)
audit_sortie_par_energie;emission_ges_5_usages;X;Numérique; ; ;estimation GES totale pour l'énergie considérée (kgCO2/an)
audit_sortie_par_energie;emission_ges_ch;X;Numérique; ; ;estimation GES de chauffage pour l'énergie considérée (kgCO2/an)
audit_sortie_par_energie;emission_ges_ecs;X;Numérique; ; ;estimation GES d'ECS pour l'énergie considérée (kgCO2/an)
audit_sortie_par_energie;enum_type_energie_id;X; ;audit_enum_type_energie;lib;type d'énergie
audit_sortie_par_energie;id;X; ; ; ;Identifiant technique de la sortie par énergie
audit_sortie_par_energie;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_sortie_par_energie;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_t_adresse;ban_label; ;Texte; ; ;label de l'adresse au format ban
audit_t_adresse;label_brut; ;Texte; ; ;libellé complet de l'adresse postale du bien saisi par le diagnostiqueur (FORMAT ATTENDU : Numéro de l’adresse dans la voie + Indice de répétition associé au numéro (par exemple bis, a…) + Nom de la voie en minuscules accentuées + Code postal du bureau de distribution de la voie + Nom officiel de la commune actuelle
audit_t_adresse;ban_postcode; ;Texte; ; ;code postal de la commune de l'adresse géocodée ban
audit_t_adresse;ban_citycode; ;Texte; ; ;code insee de la commune de l'adresse géocodée ban
audit_t_adresse;code_postal_brut; ;Texte; ; ;code postal de l'adresse brute saisie par le diagnostiqueur
audit_t_adresse;ban_x; ;Numérique; ; ;coordonnée x du géolocalisant ban dans le referentiel epsg 2154 lambert 93
audit_t_adresse;ban_y; ;Numérique; ; ;coordonnée y du géolocalisant ban dans le referentiel epsg 2154 lambert 93
audit_t_adresse;ban_id; ; ; ; ;identifiant de la BAN referençant l'adresse
audit_t_adresse;ban_city; ;Texte; ; ;nom de la commune de l'adresse géocodée ban
audit_t_adresse;nom_commune_brut; ;Texte; ; ;nom de commune brute saisie par le diagnostiqueur
audit_t_adresse;ban_street; ;Texte; ; ;Nom de la voie en minuscules accentuées avec les noms alternatifs éventuels (champ BAN)
audit_t_adresse;ban_departement; ;Texte; ; ;Département de l'adresse géocodée ban
audit_t_adresse;adresse_brut; ;Texte; ; ;libéllé l'adresse postale du bien saisi par le diagnostiqueur sans le code postal ni la commune (FORMAT ATTENDU : Numéro de l’adresse dans la voie + Indice de répétition associé au numéro (par exemple bis, a…) + Nom de la voie en minuscules accentuées)
audit_t_adresse;compl_etage_appartement; ;Numérique; ; ;complement d'adresses : etage du logement (cas de l'appartement) sous format entier 0 =RDC
audit_t_adresse;ban_region; ;Texte; ; ;Région de l'adresse géocodée ban
audit_t_adresse;ban_housenumber; ;Texte; ; ;Numéro éventuel de l’adresse dans la voie (champ BAN)
audit_t_adresse;ban_score; ;Numérique; ; ;score de match entre le label brut et le résultat de géocodage de la BAN
audit_t_adresse;ban_date_appel; ;Date; ; ;date d'appel à la ban
audit_t_adresse;ban_epci; ;Texte; ; ;EPCI de l'adresse géocodée ban
audit_t_adresse;ban_erreur; ;Booléen; ; ;Booléen qui indique si la ban renvoie un message d'erreur
audit_t_adresse;ban_type; ;Texte; ; ;type de résultat ban : housenumber/street/locality/municipality
audit_t_adresse;compl_nom_residence; ;Texte; ; ;complement d'adresses : nom de la residence
audit_t_adresse;compl_ref_batiment; ;Texte; ; ;complement d'adresse : référence du bâtiment ( ex. A,B ,1,2,3,4)
audit_t_adresse;compl_ref_cage_escalier; ;Texte; ; ;"complement d'adresses : reference de cage d'escalire&gt;"
audit_t_adresse;compl_ref_logement; ;Texte; ; ;complement d'adresses : reference du logement dans le bâtiment (appartement ex. 10, A13, 3eme gauche)
audit_t_adresse;enum_statut_geocodage_ban_id; ; ;audit_enum_statut_geocodage_ban; ;statut de l'appareillement à la BAN de l'adresse
audit_t_adresse;id;X; ; ; ;Identifiant technique d'une adresse qui peut correspondre à l'adresse du bien, du propriétaire ou du propriétaire de l'installation commune
audit_t_adresse;label_brut_avec_complement; ;Texte; ; ;libellé complet d'adresse complète qui est l'adresse postale du bien précédé par l'ensemble des compléments d'adresses nécessaires à la bonne localisation du bien saisi par le diagnostiqueur (FORMAT ATTENDU : Compléments d'adresses + Numéro de l’adresse dans la voie + Indice de répétition associé au numéro (par exemple bis, a…) + Nom de la voie en minuscules accentuées + Code postal du bureau de distribution de la voie + Nom officiel de la commune actuelle)
audit_t_adresse;migre_en_utc;Parfois;Booléen; ; ;Indique si les dates de la table ont été migrées au format UTC
audit_t_adresse;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_t_adresse;traite_par_batch; ;Booléen; ; ;Indicateur de traitement par batch de reprise de l'adresse
audit_travaux;cout; ;Numérique; ; ;coût des travaux correspondants (€TTC)
audit_travaux;enum_lot_travaux_audit_id; ; ;audit_enum_lot_travaux_audit;lib;lot concerné par les travaux
audit_travaux;enum_type_travaux_id; ; ;audit_enum_type_travaux;lib;type de travaux proposé par l'auditeur
audit_travaux;etape_travaux_id;X; ;audit_etape_travaux; ;Identifiant technique de l'étape de travaux
audit_travaux;id;X; ; ; ;Identifiant technique des travaux
audit_travaux;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_travaux;cout_min; ;Numérique; ; ;coût minimal des travaux correspondants (€TTC)
audit_travaux;cout_max; ;Numérique; ; ;coût maximal des travaux correspondants (€TTC)
audit_travaux_induits;cout; ;Numérique; ; ;coût des travaux correspondants (€TTC)
audit_travaux_induits;description; ;Texte; ; ;descriptif des critères de performances minimales à respecter vis-à-vis des dispositions législatives et règlementaires, et, le cas échéant, pour bénéficier des aides financières associées
audit_travaux_induits;etape_travaux_id;X; ;audit_etape_travaux; ;Identifiant technique de l'étape de travaux
audit_travaux_induits;id;X; ; ; ;Identifiant technique des travaux induits
audit_travaux_induits;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_travaux_induits;cout_min; ;Numérique; ; ;coût minimal des travaux correspondants (€TTC)
audit_travaux_induits;cout_max; ;Numérique; ; ;coût maximal des travaux correspondants (€TTC)
audit_travaux_reference;reference; ;Texte; ; ;Référence des travaux
audit_travaux_reference;travaux_id;X; ;audit_travaux; ;Identifiant technique des travaux
audit_travaux_reference;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_ventilation;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_ventilation;surface_ventile;X;Numérique; ; ;surface ventilée. Dans le cas d'une seule ventilation c'est la surface habitable totale. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la surface de l'installation à l'immeuble qu'il faut renseigner
audit_ventilation;enum_type_ventilation_id;X; ;audit_enum_type_ventilation;lib;code du type de ventilation
audit_ventilation;ventilation_post_2012;X;Booléen; ; ;est ce que le système de ventilation est postérieur à 2012 0 : non 1 : oui
audit_ventilation;cle_repartition_ventilation; ;Numérique; ; ;clé de répartition pour passer des consommations bâtiments au consommation logement dans le cas DPE appartement calculé à partir du DPE immeuble UNIQUEMENT. Voir section 8.5.4 du document guide pour plus de détail. Pour la ventilation il s'agit du rapport surface habitable logement / surface habitable immeuble
audit_ventilation;conso_auxiliaire_ventilation;X;Numérique; ; ;Consommation des auxilliaires de ventilation. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_ventilation;description; ;Texte; ; ;description textuelle de l'objet
audit_ventilation;enum_methode_saisie_q4pa_conv_id;X; ;audit_enum_methode_saisie_q4pa_conv; ;code de la methode de saisie du q4paconv
audit_ventilation;hperm;X;Numérique; ; ;déperdition thermique par renouvellement d'air due au vent
audit_ventilation;hvent;X;Numérique; ; ;déperdition thermique par renouvellement d'air due au système de ventilation
audit_ventilation;id;X; ; ; ;Identifiant technique de la ventilation
audit_ventilation;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_ventilation;plusieurs_facade_exposee;X;Booléen; ; ;est ce qu'il y a plusieurs facades exposées au vent 0 : non 1 : oui
audit_ventilation;pvent_moy;Parfois;Numérique; ; ;puissance de la ventilation moyenne soit saisie soit calculée avec la méthode proposée
audit_ventilation;q4pa_conv;X;Numérique; ; ;q4pa conv final soit issue d'une saisie de mesure à l'étanchéité à l'air soit d'une valeur forfaitaire. valeur conventionnelle de la perméabilité sous 4Pa (m3/(h.m2))
audit_ventilation;q4pa_conv_saisi; ;Numérique; ; ;q4paconv saisi directement quand la valeur est donnée par une mesure d'étanchéité à l'air. valeur conventionnelle de la perméabilité sous 4Pa (m3/(h.m2))
audit_ventilation;ref_produit_ventilation; ;Texte; ; ;référence produit et marque du système de ventilation
audit_ventilation;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_ventilation;tv_debits_ventilation_id;X; ;audit_tv_debits_ventilation; ;id de la ligne de la table utilisée pour le calcul des débits de ventilations
audit_ventilation;tv_q4pa_conv_id; ; ;audit_tv_q4pa_conv; ;id de la ligne de la table utilisée pour le calcul du q4pa conventionnel. valeur conventionnelle de la perméabilité sous 4Pa (m3/(h.m2))
audit_ventilation;enum_etat_ventilation_id;X; ;audit_enum_etat_ventilation; ;indique si systeme de ventilation est en bon état de fonctionnement
audit_ventilation;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
